            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
       459.413       9.68202       649.214       23.4053       459.408        422026      -1.28075      -1.28162       15.0617       4.48891      -10.5728   5.27914e+09
        454.11       9.57026        641.72       23.1351       454.105        412340      -1.26597      -1.26683       14.8878       4.43709      -10.4507   5.15797e+09
       448.807        9.4585       634.226        22.865       448.802        402765      -1.25118      -1.25204        14.714       4.38527      -10.3287   5.03821e+09
       443.504       9.34674       626.732       22.5948       443.499        393304       -1.2364      -1.23724       14.5401       4.33346      -10.2067   4.91985e+09
       438.201       9.23498       619.238       22.3246       438.196        383954      -1.22162      -1.22245       14.3663       4.28164      -10.0846    4.8029e+09
       542.985       11.4433       767.313        27.663        542.98        589535      -1.51373      -1.51476       17.8016       5.30549      -12.4961   7.37451e+09
       538.958       11.3584       761.622       27.4578       538.953        580823      -1.50251      -1.50353       17.6696       5.26614      -12.4034   7.26553e+09
       533.655       11.2467       754.128       27.1877        533.65        569449      -1.48772      -1.48874       17.4957       5.21432      -12.2814   7.12326e+09
       528.352       11.1349       746.635       26.9175       528.347        558188      -1.47294      -1.47394       17.3218       5.16251      -12.1593   6.98239e+09
       523.049       11.0231       739.141       26.6473       523.044        547039      -1.45816      -1.45915        17.148       5.11069      -12.0373   6.84293e+09
       517.746       10.9114       731.647       26.3772       517.741        536003      -1.44337      -1.44435       16.9741       5.05888      -11.9152   6.70488e+09
       512.443       10.7996       724.153        26.107       512.438        525079      -1.42859      -1.42956       16.8003       5.00706      -11.7932   6.56823e+09
        507.14       10.6879       716.659       25.8368       507.135        514268      -1.41381      -1.41477       16.6264       4.95525      -11.6712   6.43299e+09
       501.837       10.5761       709.165       25.5667       501.832        503569      -1.39902      -1.39997       16.4525       4.90343      -11.5491   6.29916e+09
       496.534       10.4643       701.671       25.2965       496.529        492982      -1.38424      -1.38518       16.2787       4.85162      -11.4271   6.16674e+09
       491.231       10.3526       694.177       25.0263       491.226        482508      -1.36945      -1.37039       16.1048        4.7998       -11.305   6.03572e+09
       485.928       10.2408       686.683       24.7562       485.923        472147      -1.35467      -1.35559        15.931       4.74798       -11.183    5.9061e+09
       480.625       10.1291       679.189        24.486        480.62        461898      -1.33989       -1.3408       15.7571       4.69617       -11.061    5.7779e+09
       475.322       10.0173       671.696       24.2158       475.317        451761       -1.3251        -1.326       15.5833       4.64435      -10.9389    5.6511e+09
       470.019       9.90554       664.202       23.9456       470.014        441737      -1.31032      -1.31121       15.4094       4.59254      -10.8169   5.52571e+09
       464.716       9.79378       656.708       23.6755       464.711        431826      -1.29554      -1.29642       15.2355       4.54072      -10.6948   5.40172e+09
       459.413       9.68202       649.214       23.4053       459.408        422026      -1.28075      -1.28162       15.0617       4.48891      -10.5728   5.27914e+09
        454.11       9.57026        641.72       23.1351       454.105        412340      -1.26597      -1.26683       14.8878       4.43709      -10.4507   5.15797e+09
       448.807        9.4585       634.226        22.865       448.802        402765      -1.25118      -1.25204        14.714       4.38527      -10.3287   5.03821e+09
       443.504       9.34674       626.732       22.5948       443.499        393304       -1.2364      -1.23724       14.5401       4.33346      -10.2067   4.91985e+09
       438.201       9.23498       619.238       22.3246       438.196        383954      -1.22162      -1.22245       14.3663       4.28164      -10.0846    4.8029e+09
       542.985       11.4433       767.313        27.663        542.98        589535      -1.51373      -1.51476       17.8016       5.30549      -12.4961   7.37451e+09
         748.8       32.7405       521.647       536.203       748.777        559629      -1.52223      -1.51438       56.9519        10.619      -46.3329   1.40282e+10
     0.0770903     0.0770903             0             0             0             0     0.0188729             0       1.21141       0.11568      -1.09573      0.805889
     0.0770903     0.0770903             0             0             0             0     0.0188729             0       1.21141       0.11568      -1.09573      0.805889
     0.0768957     0.0768957   2.78056e-18             0   3.24656e-18    7.7315e-36     0.0188252             0       1.20836      0.115388      -1.09297      0.801824
     0.0770903     0.0770903             0             0             0             0     0.0188729             0       1.21141       0.11568      -1.09573      0.805889
     0.0768567     0.0768567             0             0             0             0     0.0188157             0       1.20774      0.115329      -1.09241      0.801012
      0.207647      0.207647   1.11222e-17             0   1.29862e-17   1.23704e-34     0.0707167             0        6.0778      0.710967      -5.36683       10.7904
      0.207647      0.207647   1.66839e-17             0   1.94802e-17   2.78353e-34     0.0707167             0       6.07779      0.710967      -5.36683       10.7904
      0.207645      0.207645   2.36128e-20             0   4.46798e-20   5.57564e-40     0.0707163             0       6.07776      0.710963       -5.3668       10.7903
      0.207638      0.207638   1.66734e-17             0   1.94656e-17   2.78004e-34     0.0707138             0       6.07754      0.710938      -5.36661       10.7895
      0.207647      0.207647   1.11222e-17             0   1.29862e-17   1.23704e-34     0.0707167             0        6.0778      0.710967      -5.36683       10.7904
      0.207646      0.207646    2.5112e-17             0   2.83541e-17   6.30614e-34     0.0707166             0       6.07778      0.710966      -5.36682       10.7904
      0.207645      0.207645   1.11141e-17             0   1.29749e-17   1.23523e-34     0.0707161             0       6.07774      0.710961      -5.36678       10.7902
      0.207646      0.207646    2.2253e-17             0   2.59844e-17   4.95197e-34     0.0707163             0       6.07776      0.710963       -5.3668       10.7903
      0.207646      0.207646   2.25487e-20             0   4.26664e-20   5.08445e-40     0.0707166             0       6.07779      0.710966      -5.36682       10.7904
      0.207647      0.207647   2.25292e-17             0   2.52217e-17   5.07566e-34     0.0707168             0       6.07781      0.710968      -5.36684       10.7905
      0.207648      0.207648   1.17563e-20             0   2.22451e-20   1.38211e-40     0.0707171             0       6.07783      0.710971      -5.36686       10.7905
      0.207649      0.207649   2.51062e-17             0   2.83482e-17   6.30323e-34     0.0707173             0       6.07785      0.710973      -5.36688       10.7906
       0.20765       0.20765   5.55231e-18             0   6.48094e-18   3.08282e-35     0.0707177             0       6.07788      0.710977      -5.36691       10.7907
