      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
0.315472      0.247448      0.247448   5.45879e-18   8.10495e-44   7.99064e-18   2.97984e-35     0.0842717             0       7.24278      0.847245      -6.39554       15.3235
0.317113      0.247947      0.247947   5.83794e-18   1.44764e-41   6.94715e-18   3.40815e-35     0.0844416             0       7.25739      0.848954      -6.40844       15.3854
0.318747      0.248443      0.248443   1.67379e-17   1.48804e-48   1.95567e-17   2.80157e-34     0.0846103             0       7.27189       0.85065      -6.42124       15.4469
0.320372      0.248934      0.248934   2.81738e-18   9.66973e-42   5.33101e-18   7.93764e-36     0.0847777             0       7.28627      0.852332      -6.43394       15.5081
0.321989      0.249422      0.249422   5.85483e-18    8.7516e-49   6.97787e-18   3.42791e-35     0.0849438             0       7.30055      0.854002      -6.44655       15.5689
0.323598      0.249906      0.249906   1.11669e-17   6.95749e-56   1.30498e-17     1.247e-34     0.0851086             0       7.31472      0.855659      -6.45906       15.6294
  0.3252      0.250386      0.250386   2.50985e-17   3.93742e-57   3.05358e-17   6.29936e-34     0.0852722             0       7.32878      0.857304      -6.47147       15.6895
0.326794      0.250863      0.250863   1.67192e-17   3.93742e-57   1.95299e-17   2.79532e-34     0.0854346             0       7.34274      0.858937       -6.4838       15.7493
 0.32838      0.251337      0.251337   5.62293e-18   3.93742e-57    6.5838e-18   3.16173e-35     0.0855959             0       7.35659      0.860558      -6.49604       15.8088
0.329959      0.251806      0.251806   2.80689e-17   3.93742e-57   3.28494e-17   7.87866e-34     0.0857559             0       7.37035      0.862167      -6.50818        15.868
 0.33153      0.252273      0.252273   2.22426e-17   3.93742e-57   2.59699e-17   4.94735e-34     0.0859148             0       7.38401      0.863765      -6.52024       15.9269
0.333095      0.252736      0.252736   2.36312e-17   3.93742e-57   2.83028e-17   5.58436e-34     0.0860726             0       7.39757      0.865351      -6.53221       15.9854
0.334652      0.253196      0.253196   9.55181e-19   3.93742e-57   1.80738e-18   9.12372e-37     0.0862292             0       7.41103      0.866926       -6.5441       16.0437
0.336202      0.253653      0.253653   2.52087e-17   3.93742e-57   3.05461e-17   6.35477e-34     0.0863848             0        7.4244       0.86849      -6.55591       16.1016
0.337745      0.254107      0.254107   6.31425e-19   4.82545e-42   1.19477e-18   3.98698e-37     0.0865393             0       7.43768      0.870043      -6.56763       16.1592
0.339281      0.254557      0.254557   5.46024e-18   7.23475e-50   6.36774e-18   2.98143e-35     0.0866927             0       7.45086      0.871586      -6.57928       16.2166
0.340811      0.255005      0.255005   1.11148e-17   4.07605e-57   1.29759e-17   1.23539e-34     0.0868451             0       7.46396      0.873118      -6.59084       16.2737
0.342334      0.255449      0.255449   2.23365e-17    3.9912e-57   2.61035e-17   4.98918e-34     0.0869965             0       7.47697      0.874639      -6.60233       16.3304
 0.34385      0.255891      0.255891   1.09197e-17    3.9912e-57   1.27347e-17    1.1924e-34     0.0871468             0       7.48989      0.876151      -6.61374       16.3869
 0.34536      0.256329      0.256329   1.12529e-17    9.6509e-42   1.31785e-17   1.26629e-34     0.0872962             0       7.50273      0.877652      -6.62507       16.4431
0.346863      0.256765      0.256765   1.31979e-19     6.142e-51   2.49729e-19   1.74185e-38     0.0874445             0       7.51548      0.879144      -6.63633       16.4991
 0.34836      0.257198      0.257198    5.5451e-18   4.53832e-57    6.4711e-18   3.07481e-35     0.0875919             0       7.52815      0.880626      -6.64752       16.5547
 0.34985      0.257628      0.257628   1.65424e-17   4.53838e-57   1.92917e-17   2.73652e-34     0.0877384             0       7.54073      0.882099      -6.65864       16.6102
0.351335      0.258055      0.258055   2.50943e-17   4.53838e-57   3.05367e-17   6.29726e-34     0.0878839             0       7.55324      0.883561      -6.66968       16.6653
0.352813      0.258479      0.258479   5.48678e-18   4.53838e-57   6.39731e-18   3.01048e-35     0.0880285             0       7.56567      0.885015      -6.68065       16.7202
0.354286      0.258901      0.258901   1.11408e-17   4.53838e-57   1.30123e-17   1.24116e-34     0.0881722             0       7.57802       0.88646      -6.69156       16.7748
0.355752      0.259321      0.259321   1.66437e-17   4.53838e-57   1.94247e-17   2.77012e-34      0.088315             0       7.59029      0.887895      -6.70239       16.8292
0.357212      0.259737      0.259737   1.11548e-17   4.82545e-42   1.30324e-17   1.24431e-34     0.0884568             0       7.60248      0.889322      -6.71316       16.8833
