            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
     0.0689433             0             0     0.0689433     0.0630768    0.00475318             0     0.0202663      0.243195      0.182396    -0.0607988      0.103836
     0.0673773             0             0     0.0673773     0.0617518     0.0045397             0     0.0196271      0.235525      0.176644    -0.0588812     0.0991759
     0.0675567             0             0     0.0675567     0.0619024     0.0045639             0     0.0197022      0.236427       0.17732    -0.0591067     0.0997042
     0.0675589             0             0     0.0675589     0.0619043    0.00456421             0     0.0197032      0.236439      0.177329    -0.0591096     0.0997109
     0.0675589             0             0     0.0675589     0.0619043    0.00456421             0     0.0197032      0.236439      0.177329    -0.0591096      0.099711
     0.0675589             0             0     0.0675589     0.0619043    0.00456421             0     0.0197032      0.236439      0.177329    -0.0591097      0.099711
     0.0675589             0             0     0.0675589     0.0619043    0.00456421             0     0.0197032      0.236439      0.177329    -0.0591096      0.099711
     0.0675589             0             0     0.0675589     0.0619043    0.00456421             0     0.0197032      0.236439      0.177329    -0.0591097      0.099711
