            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
       0.01853             0             0       0.01853     0.0184093   0.000343361             0    0.00153787     0.0184544     0.0138408   -0.00461361    0.00749525
     0.0206539             0             0     0.0206539     0.0205058   0.000426582             0    0.00179756     0.0215707      0.016178   -0.00539267    0.00931075
     0.0150169             0             0     0.0150169     0.0149317   0.000225507             0    0.00116317      0.013958     0.0104685   -0.00348951    0.00492455
     0.0150169             0             0     0.0150169     0.0149317   0.000225508             0    0.00116317     0.0139581     0.0104685   -0.00348951    0.00492456
      0.015139             0             0      0.015139     0.0150527   0.000229189             0     0.0011757     0.0141084     0.0105813   -0.00352711    0.00500486
     0.0151394             0             0     0.0151394      0.015053   0.000229201             0    0.00117574     0.0141089     0.0105817   -0.00352723    0.00500511
     0.0151394             0             0     0.0151394     0.0150531   0.000229201             0    0.00117575      0.014109     0.0105817   -0.00352725    0.00500512
     0.0151394             0             0     0.0151394     0.0150531   0.000229201             0    0.00117575      0.014109     0.0105817   -0.00352725    0.00500512
