      #(P)            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
-0.0133421     0.0290646             0             0     0.0290646     0.0287204   0.000844749             0    0.00324751     0.0389701     0.0292275   -0.00974252     0.0184399
-0.0133257     0.0291217             0             0     0.0291217     0.0287762   0.000848075             0    0.00325703     0.0390843     0.0293132   -0.00977108     0.0185125
-0.0133093     0.0291781             0             0     0.0291781     0.0288313   0.000851364             0    0.00326646     0.0391975     0.0293981   -0.00979937     0.0185842
-0.0132928      0.029234             0             0      0.029234     0.0288858   0.000854625             0    0.00327581     0.0393098     0.0294823   -0.00982744     0.0186554
-0.0132764     0.0292891             0             0     0.0292891     0.0289396   0.000857853             0    0.00328509     0.0394211     0.0295658   -0.00985527     0.0187258
-0.01326     0.0293437             0             0     0.0293437     0.0289929   0.000861052             0     0.0032943     0.0395316     0.0296487    -0.0098829     0.0187956
-0.0132437      0.029398             0             0      0.029398     0.0290458   0.000864239             0     0.0033035      0.039642     0.0297315    -0.0099105     0.0188652
-0.0132273     0.0294516             0             0     0.0294516     0.0290982   0.000867395             0    0.00331261     0.0397513     0.0298135   -0.00993783      0.018934
-0.0132109     0.0295047             0             0     0.0295047       0.02915   0.000870529             0    0.00332168     0.0398601     0.0298951   -0.00996503     0.0190024
-0.0131946     0.0295578             0             0     0.0295578     0.0292018   0.000873664             0    0.00333078     0.0399694      0.029977   -0.00999234     0.0190708
-0.0131783     0.0296103             0             0     0.0296103      0.029253   0.000876772             0    0.00333981     0.0400778     0.0300583    -0.0100194     0.0191386
-0.0131619     0.0296624             0             0     0.0296624     0.0293037   0.000879856             0    0.00334879     0.0401855     0.0301391    -0.0100464      0.019206
-0.0131456     0.0297142             0             0     0.0297142     0.0293543   0.000882936             0    0.00335778     0.0402933       0.03022    -0.0100733     0.0192732
-0.0131293     0.0297657             0             0     0.0297657     0.0294045   0.000885996             0    0.00336673     0.0404008     0.0303006    -0.0101002     0.0193399
-0.013113     0.0298166             0             0     0.0298166     0.0294541   0.000889031             0    0.00337562     0.0405075     0.0303806    -0.0101269     0.0194062
-0.0130968     0.0298671             0             0     0.0298671     0.0295033   0.000892046             0    0.00338447     0.0406137     0.0304603    -0.0101534      0.019472
-0.0130806     0.0299177             0             0     0.0299177     0.0295526   0.000895068             0    0.00339338     0.0407205     0.0305404    -0.0101801     0.0195379
-0.0130643      0.029968             0             0      0.029968     0.0296016   0.000898081             0    0.00340227     0.0408272     0.0306204    -0.0102068     0.0196037
-0.0130481     0.0300179             0             0     0.0300179     0.0296502   0.000901075             0    0.00341112     0.0409334     0.0307001    -0.0102334      0.019669
-0.0130319     0.0300675             0             0     0.0300675     0.0296985   0.000904057             0    0.00341996     0.0410396     0.0307797    -0.0102599     0.0197341
-0.0130156     0.0301173             0             0     0.0301173      0.029747   0.000907055             0    0.00342888     0.0411466     0.0308599    -0.0102866     0.0197995
-0.0129994     0.0301669             0             0     0.0301669     0.0297953   0.000910044             0     0.0034378     0.0412536     0.0309402    -0.0103134     0.0198647
-0.0129832     0.0302162             0             0     0.0302162     0.0298432   0.000913016             0    0.00344669     0.0413602     0.0310202    -0.0103401     0.0199296
-0.012967     0.0302652             0             0     0.0302652     0.0298909   0.000915981             0    0.00345557     0.0414669     0.0311002    -0.0103667     0.0199943
-0.0129509     0.0303144             0             0     0.0303144     0.0299387   0.000918961             0    0.00346454     0.0415745     0.0311808    -0.0103936     0.0200593
-0.0129347     0.0303634             0             0     0.0303634     0.0299864   0.000921934             0    0.00347351     0.0416821     0.0312616    -0.0104205     0.0201242
-0.0129184     0.0304122             0             0     0.0304122     0.0300339   0.000924904             0    0.00348249     0.0417899     0.0313424    -0.0104475      0.020189
-0.0129022     0.0304614             0             0     0.0304614     0.0300817   0.000927899             0    0.00349159      0.041899     0.0314243    -0.0104748     0.0202544
-0.012886     0.0305106             0             0     0.0305106     0.0301295   0.000930895             0    0.00350072     0.0420086     0.0315065    -0.0105022     0.0203198
-0.0128698     0.0305595             0             0     0.0305595      0.030177   0.000933881             0    0.00350984     0.0421181     0.0315886    -0.0105295     0.0203849
-0.0128536     0.0306083             0             0     0.0306083     0.0302245    0.00093687             0    0.00351901     0.0422281     0.0316711     -0.010557     0.0204502
-0.0128374     0.0306576             0             0     0.0306576     0.0302723   0.000939887             0    0.00352831     0.0423397     0.0317548    -0.0105849      0.020516
-0.0128213     0.0307067             0             0     0.0307067       0.03032   0.000942902             0    0.00353765     0.0424518     0.0318388    -0.0106129     0.0205818
-0.0128051     0.0307558             0             0     0.0307558     0.0303676   0.000945916             0      0.003547      0.042564      0.031923     -0.010641     0.0206476
-0.012789     0.0308048             0             0     0.0308048     0.0304152   0.000948938             0    0.00355641     0.0426769     0.0320077    -0.0106692     0.0207136
-0.0127729     0.0308548             0             0     0.0308548     0.0304637   0.000952016             0    0.00356604     0.0427925     0.0320944    -0.0106981     0.0207808
-0.0127567     0.0309043             0             0     0.0309043     0.0305117   0.000955074             0    0.00357567     0.0429081      0.032181     -0.010727     0.0208475
-0.0127406      0.030954             0             0      0.030954     0.0305599   0.000958148             0    0.00358535     0.0430242     0.0322682    -0.0107561     0.0209146
-0.0127244     0.0310046             0             0     0.0310046     0.0306089   0.000961282             0    0.00359532     0.0431438     0.0323578    -0.0107859      0.020983
-0.0127083     0.0310552             0             0     0.0310552      0.030658   0.000964427             0    0.00360534     0.0432641     0.0324481     -0.010816     0.0210517
-0.0126921     0.0311061             0             0     0.0311061     0.0307073   0.000967588             0    0.00361547     0.0433856     0.0325392    -0.0108464     0.0211207
-0.012676     0.0311574             0             0     0.0311574      0.030757   0.000970781             0    0.00362577     0.0435092     0.0326319    -0.0108773     0.0211904
