            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
     0.0197767             0             0     0.0197767     0.0196373    0.00039112             0    0.00170696     0.0204835     0.0153626   -0.00512087    0.00853756
     0.0197957             0             0     0.0197957      0.019656   0.000391871             0    0.00170949     0.0205139     0.0153854   -0.00512847    0.00855396
     0.0197984             0             0     0.0197984     0.0196587   0.000391977             0    0.00170985     0.0205182     0.0153886   -0.00512954    0.00855627
     0.0197982             0             0     0.0197982     0.0196585   0.000391969             0    0.00170982     0.0205179     0.0153884   -0.00512946     0.0085561
     0.0195061             0             0     0.0195061     0.0193706   0.000380486             0    0.00167141      0.020057     0.0150427   -0.00501424    0.00830551
     0.0195683             0             0     0.0195683     0.0194319    0.00038292             0    0.00167962     0.0201554     0.0151166   -0.00503886    0.00835862
     0.0195762             0             0     0.0195762     0.0194397   0.000383229             0    0.00168071     0.0201685     0.0151264   -0.00504213    0.00836537
     0.0195762             0             0     0.0195762     0.0194397   0.000383228             0    0.00168071     0.0201685     0.0151264   -0.00504212    0.00836535
