            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
     0.0151599             0             0     0.0151599     0.0150723   0.000229822             0    0.00118514     0.0142217     0.0106663   -0.00355542    0.00501868
     0.0149637             0             0     0.0149637     0.0148795   0.000223912             0    0.00115438     0.0138526     0.0103895   -0.00346315    0.00488976
     0.0148701             0             0     0.0148701     0.0147861    0.00022112             0    0.00114937     0.0137924     0.0103443    -0.0034481    0.00482885
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0151599             0             0     0.0151599     0.0150723   0.000229822             0    0.00118514     0.0142217     0.0106663   -0.00355542    0.00501868
     0.0149637             0             0     0.0149637     0.0148795   0.000223912             0    0.00115438     0.0138526     0.0103895   -0.00346315    0.00488976
     0.0148701             0             0     0.0148701     0.0147861    0.00022112             0    0.00114937     0.0137924     0.0103443    -0.0034481    0.00482885
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0151599             0             0     0.0151599     0.0150723   0.000229822             0    0.00118514     0.0142217     0.0106663   -0.00355542    0.00501868
     0.0149637             0             0     0.0149637     0.0148795   0.000223912             0    0.00115438     0.0138526     0.0103895   -0.00346315    0.00488976
     0.0148701             0             0     0.0148701     0.0147861    0.00022112             0    0.00114937     0.0137924     0.0103443    -0.0034481    0.00482885
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0151599             0             0     0.0151599     0.0150723   0.000229822             0    0.00118514     0.0142217     0.0106663   -0.00355542    0.00501868
     0.0149637             0             0     0.0149637     0.0148795   0.000223912             0    0.00115438     0.0138526     0.0103895   -0.00346315    0.00488976
     0.0148701             0             0     0.0148701     0.0147861    0.00022112             0    0.00114937     0.0137924     0.0103443    -0.0034481    0.00482885
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0151599             0             0     0.0151599     0.0150723   0.000229822             0    0.00118514     0.0142217     0.0106663   -0.00355542    0.00501868
     0.0149637             0             0     0.0149637     0.0148795   0.000223912             0    0.00115438     0.0138526     0.0103895   -0.00346315    0.00488976
     0.0148701             0             0     0.0148701     0.0147861    0.00022112             0    0.00114937     0.0137924     0.0103443    -0.0034481    0.00482885
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114838     0.0137805     0.0103354   -0.00344513     0.0048302
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
     0.0148722             0             0     0.0148722     0.0147883   0.000221182             0    0.00114837     0.0137805     0.0103354   -0.00344512    0.00483019
