            L2            u2            v2            w2           e3d           ecf         ubulk         wbulk     wallshear   wallshear_a   wallshear_b   dissipation
     0.0205787             0             0     0.0205787     0.0204333   0.000423482             0    0.00177807     0.0213369     0.0160026   -0.00533422     0.0092449
     0.0218129             0             0     0.0218129     0.0216402   0.000475803             0      0.001995       0.02394      0.017955     -0.005985     0.0103859
     0.0217101             0             0     0.0217101     0.0215373    0.00047133             0    0.00199082     0.0238899     0.0179174   -0.00597247     0.0102885
     0.0216607             0             0     0.0216607      0.021489   0.000469188             0    0.00198228     0.0237873     0.0178405   -0.00594684     0.0102417
     0.0216607             0             0     0.0216607      0.021489   0.000469185             0    0.00198228     0.0237874     0.0178405   -0.00594684     0.0102417
     0.0216609             0             0     0.0216609     0.0214892   0.000469194             0    0.00198231     0.0237877     0.0178408   -0.00594692     0.0102419
     0.0216609             0             0     0.0216609     0.0214892   0.000469195             0    0.00198231     0.0237877     0.0178408   -0.00594693     0.0102419
      0.020543             0             0      0.020543     0.0203927   0.000422015             0     0.0018063     0.0216755     0.0162567   -0.00541889    0.00921186
     0.0202619             0             0     0.0202619     0.0201151   0.000410544             0    0.00177262     0.0212714     0.0159536   -0.00531785    0.00896147
     0.0201977             0             0     0.0201977     0.0200519   0.000407946             0     0.0017637     0.0211644     0.0158733   -0.00529109    0.00890477
     0.0201922             0             0     0.0201922     0.0200466   0.000407726             0    0.00176295     0.0211555     0.0158666   -0.00528886    0.00889998
     0.0201922             0             0     0.0201922     0.0200466   0.000407726             0    0.00176295     0.0211554     0.0158666   -0.00528886    0.00889997
